Constant,Scope,Value,Default Value
DRILLDOWNS$BUDGET$FIXED_VARIABLE_COSTS$ITEM_NAME,SERVER,Переменные Затраты,Variable Costs
DRILLDOWNS$BUDGET$FIXED_VARIABLE_COSTS$VARIABLE_COSTS_HEADER,SERVER,Переменные Затраты,Variable Costs
DRILLDOWNS$BUDGET$FIXED_VARIABLE_COSTS$SYSTEM_HEADER,SERVER,Система,System
DRILLDOWNS$BUDGET$FIXED_VARIABLE_COSTS$BU_HEADER,SERVER,BU,BU
DRILLDOWNS$BUDGET$FIXED_VARIABLE_COSTS$DATE_HEADER,SERVER,Дата,Date
DRILLDOWNS$BUDGET$FIXED_VARIABLE_COSTS$PERSONNEL_COST_HEADER,SERVER,Стоимость Персонала,Personnel Cost
DRILLDOWNS$BUDGET$FIXED_VARIABLE_COSTS$EQUIPMENT_COST_HEADER,SERVER,Стоимость Оборудования,Equipment Cost
DRILLDOWNS$BUDGET$FIXED_VARIABLE_COSTS$TOTAL_COST_HEADER,SERVER,Общая Стоимость,Total Cost
DRILLDOWNS$BUDGET$FIXED_VARIABLE_COSTS$TOTAL_PERSONNEL_HEADER,SERVER,Общая Стоимость Персонала,Total Personnel Cost
DRILLDOWNS$VENDOR$ITEM_NAME,SERVER,Детализация Вопроса: {0},Question drilldown: {0}
DRILLDOWNS$VENDOR$TOTAL_STATISTICS$ITEM_NAME,SERVER,Общая Статистика Вопроса,Total question statistics
DRILLDOWNS$VENDOR$TOTAL_STATISTICS$ANSWER_HEADER,SERVER,Ответ,Answer
DRILLDOWNS$VENDOR$TOTAL_STATISTICS$WEIGHT_HEADER,SERVER,Вес,Weight
DRILLDOWNS$VENDOR$TOTAL_STATISTICS$COUNT_HEADER,SERVER,Подсчет,Count
DRILLDOWNS$VENDOR$TOTAL_STATISTICS$PERCENT_HEADER,SERVER,Процент,Percent
DRILLDOWNS$VENDOR$TOTAL_STATISTICS$VALUE_HEADER,SERVER,Значение,Value
DRILLDOWNS$VENDOR$DETAILED_STATISTICS$ITEM_NAME,SERVER,Детализированная Статистика Вопроса,Detailed question statistics
DRILLDOWNS$VENDOR$DETAILED_STATISTICS$VENDOR_HEADER,SERVER,Вендор,Vendor
DRILLDOWNS$VENDOR$DETAILED_STATISTICS$ANSWER_HEADER,SERVER,Ответ,Answer
DRILLDOWNS$VENDOR$DETAILED_STATISTICS$WEIGHT_HEADER,SERVER,Вес,Weight
DRILLDOWNS$RISIDUAL_SCORING$ITEM_NAME,SERVER,Детализация Остаточного Скоринга Системы: {0},System Residual Scoring Drilldown: {0}
DRILLDOWNS$RISIDUAL_SCORING$SCORING_SUMMARY$ITEM_NAME,SERVER,Сводная Оценка,Scoring Summary
DRILLDOWNS$RISIDUAL_SCORING$SCORING_SUMMARY$ASSESSMENT_SCORE_COLUMN,SERVER,Оценочное Значение,Assessment Score
DRILLDOWNS$RISIDUAL_SCORING$SCORING_SUMMARY$ASSESSMENT_SCORE_FORMULA_COLUMN,SERVER,Σ(Вес * Балл) / Σ(Вес),Σ(Weight * Score) / Σ(Weight)
DRILLDOWNS$RISIDUAL_SCORING$SCORING_SUMMARY$POST_ASSESSMENT_SCORE_COLUMN,SERVER,Пост Оценочное Значение,Post Assessment Score
DRILLDOWNS$RISIDUAL_SCORING$SCORING_SUMMARY$POST_ASSESSMENT_SCORE_FORMULA_COLUMN,SERVER,Оценочное Значение * Неотъемлемый Риск,Assessment Score * Inherent Risk
DRILLDOWNS$RISIDUAL_SCORING$SCORING_SUMMARY$VULNERABILITY_RISK_SCORE_COLUMN,SERVER,Оценка Риска Уязвимости,Vulnerability Risk Score
DRILLDOWNS$RISIDUAL_SCORING$SCORING_SUMMARY$VULNERABILITY_RISK_SCORE_FORMULA_COLUMN,SERVER,MAX(Показатель Уязвимости),MAX(Vulnerability Score)
DRILLDOWNS$RISIDUAL_SCORING$SCORING_SUMMARY$RESIDUAL_RISK_SCORE_COLUMN,SERVER,Оценка Остаточного Риска,Residual Risk Score
DRILLDOWNS$RISIDUAL_SCORING$SCORING_SUMMARY$RESIDUAL_RISK_SCORE_FORMULA_COLUMN,SERVER,Пост Оценочное Значение + Показатель Уязвимости,Post Assessment Score + Vulnerability Score
DRILLDOWNS$RISIDUAL_SCORING$SCORING_METRICS$ITEM_NAME,SERVER,Скоринг Метрики,Scoring Metrics
DRILLDOWNS$RISIDUAL_SCORING$SCORING_METRICS$METRIC_NAME_HEADER,SERVER,Название Метрики,Metric Name
DRILLDOWNS$RISIDUAL_SCORING$SCORING_METRICS$FORMULA_HEADER,SERVER,Формула,Formula
DRILLDOWNS$RISIDUAL_SCORING$SCORING_METRICS$TARGET_VALUE_HEADER,SERVER,Целевое Значение,Target Value
DRILLDOWNS$RISIDUAL_SCORING$SCORING_METRICS$FURMULA_COLUMN,SERVER,Σ(Вес Вопроса * Вес Ответа) / Σ(Вес Вопроса * MAX(Вес Ответа)),Σ(Question Weight * Answer Weight) / Σ(Question Weight * MAX(Answer Weight))
DRILLDOWNS$RISIDUAL_SCORING$ASSESSMENT_SCORING_METRICS$ITEM_NAME,SERVER,Оценочные Скоринг Метрики,Assessment Scoring Metrics
DRILLDOWNS$RISIDUAL_SCORING$ASSESSMENT_SCORING_METRICS$ASSESSMENT_FINDING_HEADER,SERVER,Результат оценки,Assessment Finding
DRILLDOWNS$RISIDUAL_SCORING$ASSESSMENT_SCORING_METRICS$SCORE_HEADER,SERVER,Счет,Score
DRILLDOWNS$RISIDUAL_SCORING$ASSESSMENT_SCORING_METRICS$WEIGHT_HEADER,SERVER,Вес,Weight
DRILLDOWNS$RISIDUAL_SCORING$ASSESSMENT_SCORING_METRICS$WEIGHT_SCORE_HEADER,SERVER,Вес * Счет,Weight * Score
DRILLDOWNS$RISIDUAL_SCORING$ASSESSMENT_SCORING_METRICS$TOTAL_COLUMN,SERVER,Всего:,Total:
DRILLDOWNS$RISIDUAL_SCORING$ASSESSMENT_SCORING_METRICS$ASSESSMENT_SCORE_COLUMN,SERVER,Оценочное Значение:,Assessment Score:
DRILLDOWNS$RISIDUAL_SCORING$ASSESSMENT_SCORING_METRICS$ASSESSMENT_SCORE_FORMULA_COLUMN,SERVER,Σ(Вес * Счет) / Σ(Вес),Σ(Weight * Score) / Σ(Weight)
DRILLDOWNS$RISIDUAL_SCORING$VULNERABILITY_SCORING_METRICS$ITEM_NAME,SERVER,Скоринг Метрики Уязвимостей,Vulnerability Scoring Metrics
DRILLDOWNS$RISIDUAL_SCORING$VULNERABILITY_SCORING_METRICS$VULNERABILITY_HEADER,SERVER,Уязвимость,Vulnerability
DRILLDOWNS$RISIDUAL_SCORING$VULNERABILITY_SCORING_METRICS$CODE_HEADER,SERVER,Код,Code
DRILLDOWNS$RISIDUAL_SCORING$VULNERABILITY_SCORING_METRICS$SCORE_HEADER,SERVER,Счет,Score
DRILLDOWNS$RISIDUAL_SCORING$VULNERABILITY_SCORING_METRICS$MAX_SCORE_COLUMN,SERVER,Максимальный Счет:,Max Score:
DRILLDOWNS$TASK$ITEM_NAME,SERVER,"Детализация Задачи ""{0}"".","Task ""{0}"" Drilldown."
DRILLDOWNS$TASK$TASK_SUMMARY$ITEM_NAME,SERVER,Сводка по Задаче,Task Summary
DRILLDOWNS$TASK$TASK_SUMMARY$TASK_NAME_HEADER,SERVER,Название Задачи,Task Name
DRILLDOWNS$TASK$TASK_SUMMARY$BUSINESS_UNIT_HEADER,SERVER,Бизнес-единица,Business Unit
DRILLDOWNS$TASK$TASK_SUMMARY$PROJECT_HEADER,SERVER,Проект,Project
DRILLDOWNS$TASK$TASK_SUMMARY$CATEGORY_HEADER,SERVER,Категория,Category
DRILLDOWNS$TASK$TASK_SUMMARY$LINKAGE_TYPE_HEADER,SERVER,Тип Связи,Linkage Type
DRILLDOWNS$TASK$TASK_SUMMARY$STATUS_HEADER,SERVER,Статус,Status
DRILLDOWNS$TASK$TASK_SUMMARY$PRIORITY_HEADER,SERVER,Приоритет,Priority
DRILLDOWNS$TASK$TASK_SUMMARY$TASK_MANAGER_HEADER,SERVER,Менеджер Задачи,Task Manager
DRILLDOWNS$TASK$TASK_SUMMARY$TASK_ASSIGNEE_HEADER,SERVER,Назначенное Лицо,Task Assignee
DRILLDOWNS$TASK$TASK_SUMMARY$EST_HOURS_HEADER,SERVER,Расчетные Часы,Estimated Hours
DRILLDOWNS$TASK$TASK_SUMMARY$ACTUAL_HOURS_HEADER,SERVER,Фактические Часы,Actual Hours
DRILLDOWNS$TASK$TASK_SUMMARY$EST_START_HEADER,SERVER,Расчетная Дата Начала,Estimated Start Date
DRILLDOWNS$TASK$TASK_SUMMARY$ACTUAL_START_HEADER,SERVER,Фактическая Дата Начала,Actual Start Date
DRILLDOWNS$TASK$TASK_SUMMARY$EST_END_HEADER,SERVER,Расчетная Дата Завершения,Estimated End Date
DRILLDOWNS$TASK$TASK_SUMMARY$ACTUAL_END_HEADER,SERVER,Фактическая Дата Завершения,Actual End Date
DRILLDOWNS$TASK$TASK_SUMMARY$NOTES_HEADER,SERVER,Заметки,Notes
DRILLDOWNS$PROJECT$ITEM_NAME,SERVER,"Детализация Проекта ""{0}""","Project ""{0}"" Drilldown"
DRILLDOWNS$PROJECT$TASKS_SUMMARY$ITEM_NAME,SERVER,Сводка по Задачам Проекта,Project Tasks Summary
DRILLDOWNS$PROJECT$TASKS_SUMMARY$TASK_NAME_HEADER,SERVER,Название Проекта,Task Name
DRILLDOWNS$PROJECT$TASKS_SUMMARY$CATEGORY_HEADER,SERVER,Категория,Category
DRILLDOWNS$PROJECT$TASKS_SUMMARY$STATUS_HEADER,SERVER,Статус,Status
DRILLDOWNS$PROJECT$TASKS_SUMMARY$PRIORITY_HEADER,SERVER,Приоритет,Priority
DRILLDOWNS$PROJECT$TASKS_SUMMARY$MANAGER_HEADER,SERVER,Менеджер,Manager
DRILLDOWNS$PROJECT$TASKS_SUMMARY$ASSIGNEE_HEADER,SERVER,Назначенное Лицо,Assignee
DRILLDOWNS$PROJECT$TASKS_SUMMARY$EST_START_HEADER,SERVER,Расчетная Дата Начала,Est Start Date
DRILLDOWNS$PROJECT$TASKS_SUMMARY$EST_END_HEADER,SERVER,Расчетная Дата Завершения,Est End Date
DRILLDOWNS$ASSESSMENT$ITEM_NAME,SERVER,"Оценивание ""{0}""","Assessment ""{0}"""
DRILLDOWNS$ASSESSMENT$ALTERNATIVE_ITEM_NAME,SERVER,Детализация {0}.,{0} Drilldown.
DRILLDOWNS$ASSESSMENT$ORG_ASSESSMENT_LEVEL,SERVER,Организация,Organization
DRILLDOWNS$ASSESSMENT$ASSESSMENT_SUMMARY$ITEM_NAME,SERVER,Сводка по Оцениванию,Assessment Summary
DRILLDOWNS$ASSESSMENT$ASSESSMENT_SUMMARY$ASSESSMENT_NAME_HEADER,SERVER,Название Оценивания,Assessment Name
DRILLDOWNS$ASSESSMENT$ASSESSMENT_SUMMARY$LEVEL_HEADER,SERVER,Уровень,Level
DRILLDOWNS$ASSESSMENT$ASSESSMENT_SUMMARY$TYPE_HEADER,SERVER,Тип,Type
DRILLDOWNS$ASSESSMENT$ASSESSMENT_SUMMARY$LEGAL_ORG_HEADER,SERVER,Юридическая Организация,Legal Organization
DRILLDOWNS$ASSESSMENT$RELATED_SYSTEMS$ITEM_NAME,SERVER,Связанные Системы,Related Systems
DRILLDOWNS$ASSESSMENT$RELATED_SYSTEMS$SYSTEM_NAME_HEADER,SERVER,Название Системы,System Name
DRILLDOWNS$ASSESSMENT$RELATED_SYSTEMS$STATUS_HEADER,SERVER,Статус,Status
DRILLDOWNS$ASSESSMENT$RELATED_SYSTEMS$OWNER_HEADER,SERVER,Владелец,Owner
DRILLDOWNS$ASSESSMENT$RELATED_SYSTEMS$BUSINESS_UNIT_HEADER,SERVER,Бизнес-единица,Business Unit
DRILLDOWNS$ASSESSMENT$RELATED_PROCESSES$ITEM_NAME,SERVER,Связанные Процессы,Related Processes
DRILLDOWNS$ASSESSMENT$RELATED_PROCESSES$PROCESS_NAME_HEADER,SERVER,Название Процесса,Process Name
DRILLDOWNS$ASSESSMENT$RELATED_PROCESSES$REVENUE_PROCESSED_HEADER,SERVER,Доходов Обработано,Revenue Processed
DRILLDOWNS$ASSESSMENT$RELATED_PROCESSES$OWNER_HEADER,SERVER,Владелец,Owner
DRILLDOWNS$ASSESSMENT$RELATED_PROCESSES$BUSINESS_UNIT_HEADER,SERVER,Бизнес-единица,Business Unit
DRILLDOWNS$ASSESSMENT$RELATED_TECH_CATEGORIES$ITEM_NAME,SERVER,Связанные Технологические Категории,Related Technology Categories
DRILLDOWNS$ASSESSMENT$RELATED_TECH_CATEGORIES$TECH_CATEGORY_NAME_HEADER,SERVER,Название Технологической Категории,Technology Category Name
DRILLDOWNS$ASSESSMENT$SECURITY_REQUIREMENTS$ITEM_NAME,SERVER,Требования Безопасности,Security Requirements
DRILLDOWNS$ASSESSMENT$SECURITY_REQUIREMENTS$CODE_HEADER,SERVER,Код,Code
DRILLDOWNS$ASSESSMENT$SECURITY_REQUIREMENTS$SECURITY_CONTROL_NAME_HEADER,SERVER,Контрольное Имя Безопасности,Security Control Name
DRILLDOWNS$ASSESSMENT$SECURITY_REQUIREMENTS$SECURITY_CONTROL_FAMILY_HEADER,SERVER,Контрольное Семейство Безопасности,Security Control Family
DRILLDOWNS$ASSESSMENT$SECURITY_REQUIREMENTS$PROGRAM_AREA_HEADER,SERVER,Программная Область,Program Area
DRILLDOWNS$ASSESSMENT$TASK_SUMMARY$ITEM_NAME,SERVER,Сводка по Заданиям Оценивания,Assessment Tasks Summary
DRILLDOWNS$SYSTEM_GDPR_STATUS$ITEM_NAME,SERVER,"Детализация по GDPR Статусам для системы - ""{0}""","GDPR Status drilldown for ""{0}"" system"
DRILLDOWNS$SYSTEM_GDPR_STATUS$SUMMARY$ITEM_NAME,SERVER,Сводка GDPR Статусов Статей,System GDPR Article Statuses Summary
DRILLDOWNS$SYSTEM_GDPR_STATUS$SUMMARY$RECORD_NUMBER_HEADER,SERVER,#,#
DRILLDOWNS$SYSTEM_GDPR_STATUS$SUMMARY$CHAPTER_HEADER,SERVER,Глава,Chapter
DRILLDOWNS$SYSTEM_GDPR_STATUS$SUMMARY$ARTICLE_NUMBER_HEADER,SERVER,Статья #,Article #
DRILLDOWNS$SYSTEM_GDPR_STATUS$SUMMARY$ARTICLE_HEADER,SERVER,Статья,Article
DRILLDOWNS$SYSTEM_GDPR_STATUS$SUMMARY$QUESTION_HEADER,SERVER,Вопрос,Question
DRILLDOWNS$SYSTEM_GDPR_STATUS$SUMMARY$COMPLIANCE_HEADER,SERVER,Соответствие,Compliance
DASHBOARDS$RISK_REGISTER$NAME,SERVER,Реестр рисков,Risk Register
DASHBOARDS$RISK_REGISTER$DESCRIPTION,SERVER,Реестр рисков,Risk Register
DASHBOARDS$ASSESSMENT_FINDING$NAME,SERVER,Результаты оценки,Assessment Findings
DASHBOARDS$ASSESSMENT_FINDING$DESCRIPTION,SERVER,Результаты оценки,Assessment Findings
DASHBOARDS$ASSESSMENT_FINDING$MAIN_SECTION$ITEM_NAME,SERVER,Результаты Оценки,Assessment Findings,
DASHBOARDS$ASSESSMENT_FINDING$MAIN_SECTION$ITEM_DESCRIPTION,SERVER,,
DASHBOARDS$ASSESSMENT_FINDING$MAIN_SECTION$ASSESSMENT_FINDINGS_TABLE$ITEM_NAME,SERVER,Сводка Результатов Оценки,Assessment Findings Summary
DASHBOARDS$ASSESSMENT_FINDING$MAIN_SECTION$ASSESSMENT_FINDINGS_TABLE$NAME_HEADER,SERVER,Название,Name
DASHBOARDS$ASSESSMENT_FINDING$MAIN_SECTION$ASSESSMENT_FINDINGS_TABLE$MATURITY_HEADER,SERVER,Уровень готовности,Control Maturity
DASHBOARDS$ASSESSMENT_FINDING$MAIN_SECTION$ASSESSMENT_FINDINGS_TABLE$TECH_CATEGORY_HEADER,SERVER,Технологическая категория,Technology Category
DASHBOARDS$ASSESSMENT_FINDING$MAIN_SECTION$ASSESSMENT_FINDINGS_TABLE$TECHNOLOGY_HEADER,SERVER,Технология,Technology
DASHBOARDS$ASSESSMENT_FINDING$MAIN_SECTION$ASSESSMENT_FINDINGS_TABLE$LINK_TYPE_HEADER,SERVER,Тип связи,Link Type
DASHBOARDS$ASSESSMENT_FINDING$MAIN_SECTION$ASSESSMENT_FINDINGS_TABLE$LINKED_ENTITIES_HEADER,SERVER,,
DASHBOARDS$CISO_DASHBOARDS,SERVER,CISO Дашборд,CISO Dashboard
DASHBOARDS$CISO$DIGITAL_ASSET,SERVER,Дашборд Цифрового Актива,Digital Asset Dashboard
DASHBOARDS$EXECUTIVE_DASHBOARDS,SERVER,Исполнительный Дашборд,Executive Dashboard
DASHBOARDS$EXECUTIVE_ANALYTICS,SERVER,Исполнительная Аналитика,Executive Analytics
DASHBOARDS$AUDIT_DASHBOARD,SERVER,Дашборд Аудита,Audit Dashboard
DASHBOARDS$CFO_DASHBOARD,SERVER,CFO Дашборд,CFO Dashboard
DASHBOARDS$SET_UP_DASHBOARD$CYBER_RISK_SCORING_STATUS_BUSINESS_UNITS,SERVER,Бизнес-единицы,Business Units
DASHBOARDS$CISO_ANALYTICS,SERVER,CISO Аналитика,CISO Analytics
DASHBOARDS$BOARD_ANALYTICS,SERVER,Board Аналитика,Board Analytics
DASHBOARDS$UNINSURABLE_EXPOSURES$SYSTEMS_EXPOSURES$SYSTEM_NAME_HEADER,SERVER,Название Системы,System Name
DASHBOARDS$UNINSURABLE_EXPOSURES$NUMBER_OF_RECORDS_INSURED,SERVER,Количество Застрахованных Записей,Number Of Records Insured
DASHBOARDS$UNINSURABLE_EXPOSURES$NUMBER_OF_UNINSURED_RECORDS,SERVER,Количество Незастрахованных Записей,Number Of Uninsured Records
DASHBOARDS$UNINSURABLE_EXPOSURES$EXPOSURE_OF_UNINSURED_RECORDS,SERVER,Воздействие Незастрахованных Записей,Exposure Of Uninsured Records
DASHBOARDS$PRIVACY_RISK$PRIVACY_RISK_TABLE$LIKELIHOOD_HEADER,SERVER,Вероятность,Likelihood
DASHBOARDS$PRIVACY_RISK$PRIVACY_RISK_TABLE$CONFIDENTIALITY_HEADER,SERVER,Конфиденциальность,Confidentiality
DASHBOARDS$PRIVACY_RISK$PRIVACY_RISK_TABLE$INTEGRITY_HEADER,SERVER,Целостность,Integrity
DASHBOARDS$QUESTION_STATUS$TOTAL_STATUS,SERVER,Общий Статус,Total Status
DASHBOARDS$CYBER_INSURANCE$AGGREGATE_LIMIT$RECORD_PRICE,SERVER,Рекордная Цена,Record Price
DASHBOARDS$CYBER_INSURANCE$AGGREGATE_LIMIT$CURRENT_AGGREGATE_INSURANCE_LIMIT,SERVER,Текущий совокупный страховой лимит,Current aggregate insurance limit
DASHBOARDS$CYBER_INSURANCE$AGGREGATE_LIMIT$INSURABLE_RECORDS_COUNT,SERVER,Количество страховых записей,Insurable Records Count
DASHBOARDS$CYBER_INSURANCE$AGGREGATE_LIMIT$RECORDS_OVER_LIMIT,SERVER,Количество записей вне лимита,Records over limit
DASHBOARDS$DASHBOARD_M_AND_A$M_AND_A_TARGET_RISK_QUANTIFICATION,SERVER,Квант целевого риска M&A,M&A Target Risk Quantification
DASHBOARDS$RESIDUAL_CYBER_RISK$INHERENT_RISK_ASSESSMENT_SCORE,SERVER,Неотъемлемый риск * Оценка,Inherent Risk * Assessment Score
